,1 day,4 hour,1 hour,open
cah,18.669999999999973,8.182699999999976,-1.8854999999999507,55.998550876810114
kmx,20.294999999999902,-20.95259999999996,-6.913900000000098,94.35224144584566
ccl,2.11509999999999,-0.14109999999998912,-0.8450999999999862,9.304049607954953
carr,13.399999999999984,-6.813820000000035,5.176800000000071,37.78817880503465
ctlt,-5.949999999999996,-68.68669999999999,8.67818100000001,107.50082545313978
cat,-16.657999999999703,-9.760500000000064,-1.6010000000003117,210.3150545867125
cboe,8.59500000000017,-2.3239000000000942,15.605999999999938,112.5063928647163
cbre,14.635000000000048,-4.592399999999969,-3.660900000000069,77.18950307393462
cdw,39.51500000000007,-7.59665399999983,6.563753999999761,166.73903506034608
ce,-11.560000000000088,-56.612200000000016,-27.79830000000007,130.4033948636906
cnc,20.425000000000068,-4.606595000000141,-5.09989999999992,83.42996503943509
cnp,0.22000000000001307,2.6749999999999936,-0.5158999999999985,31.280224046629247
cern,4.423000000000059,0.4650999999999783,3.8243999999999687,78.79311302108952
cf,-21.67499999999997,19.533099999999948,3.5185999999999638,86.592592981182
crl,49.89999999999998,37.85080000000002,19.64200000000008,225.00498138036556
schw,-4.515000000000029,4.458999999999996,15.954199999999979,71.23901988777361
chtr,-54.54000000000002,58.962278999999626,-33.62962100000044,466.2025988019125
cvx,21.724999999999994,28.002900000000267,24.29379999999989,164.01183099338576
cmg,-671.6299999999994,472.60120000000006,-184.67660000000114,1432.2362158361477
cb,17.800000000000153,-6.0030000000001,5.195599999999843,201.68502635494528
chd,4.299999999999983,18.512400000000014,-9.186900000000009,89.91186032055977
ci,54.70000000000002,35.54209999999978,13.654500000000127,259.9089279429716
cinf,-10.945000000000022,-13.582600000000056,-8.087299999999942,122.31632466832478
ctas,-57.499999999999375,4.940299999999979,-20.075999999999794,376.42690880451977
csco,-0.11399999999995458,0.23760000000000758,3.7052999999999514,48.15301803739649
c,2.455100000000023,-2.5452000000000012,7.058700000000002,50.78240307975225
cfg,-2.205000000000023,-2.1156999999999613,2.0815999999999875,36.86291262791343
ctxs,7.027100000000061,18.24320000000003,-9.65450000000014,103.65301714903227
clx,12.890000000000072,7.989600000000223,3.890299999999911,149.44527553402472
cme,18.37700000000001,62.22823799999975,-2.5043380000001036,199.1334680003785
cms,10.924999999999926,-11.582503999999801,-1.1385039999999762,67.94230317516555
ko,4.626900000000049,-0.3733000000000928,-2.7481000000000577,61.77075791464334
ctsh,-16.31109999999991,-9.885900000000106,2.2021999999999764,71.74908390160776
cl,-1.4249999999999972,-3.0847000000000975,-2.2934000000000765,77.45654642248512
cmcsa,2.4252999999999574,-7.299499999999945,-4.681699999999957,42.1212355826792
cma,24.740000000000123,-14.642700000000033,6.97980000000004,77.21441489617457
cag,0.46499999999997854,2.3652999999999906,0.9538000000000153,32.83765735238025
cop,-4.229999999999961,2.348099999999917,20.589300000000108,112.68097577377948
ed,-4.770000000000067,1.2312999999999477,1.7499000000000393,96.49594511266885
stz,9.819999999999823,15.747800000000012,10.758900000000182,245.8020724004887
coo,68.28499999999943,-17.448056000000406,-11.379955999999652,330.092075854152
cprt,-16.045200000000047,3.446600000000007,-5.792000000000016,28.54241066021466
glw,-6.22500000000003,8.118694999999992,-2.156599999999976,35.28121497222272
ctva,-0.4800000000000466,2.5929000000000144,-1.7427000000000348,53.88691115857719
cost,107.0000000000008,39.700100000000305,-6.025499999999909,461.924633190635
cci,-39.3449999999998,56.27089999999981,4.886600000000044,176.90105864678685
csx,0.5638000000000005,3.3876999999999953,3.123900000000024,30.50416145273438
cmi,-25.610000000000042,-29.18309999999994,-11.880400000000122,203.45109226840358
cvs,19.47999999999982,7.339500000000072,-4.894599999999855,97.34677002528521
dhi,57.5500000000001,15.393699999999981,9.23830000000008,69.60136633225453
dhr,2.595000000000624,-41.88610000000017,22.888099999999724,254.69069097745864
dri,43.969999999999985,1.8428999999998723,-16.632699999999886,130.12014813892486
dva,-13.510000000000034,-7.205799999999968,12.406300000000073,89.77916744007129
de,-5.870000000000289,38.000699999999995,-6.675599999999747,340.81969293452846
dal,1.0201000000000242,9.192500000000017,-11.948399999999982,32.31837351760994
xray,-4.987999999999975,-6.353699999999979,0.3575999999999411,37.91904448552423
dvn,-15.539999999999928,7.111600000000074,2.8060999999999297,58.18326828046331
dxcm,30.740299999999863,50.45989999999995,12.889800000000022,81.28127919912312
fang,-12.225000000000136,-7.337700000000055,-9.133899999999969,145.63355989710192
dlr,-0.899999999999963,-37.618199999999746,5.150399999999976,128.93456880061547
dfs,30.83,-9.620199999999997,12.400099999999952,106.48321325670774
disca,18.981200000000026,3.605299999999989,-3.822100000000056,31.320440425862447
disck,14.699000000000002,-12.218049000000025,-8.121399999999959,31.412912693676084
dish,-9.495100000000008,-2.7561880000000105,-1.293099999999976,17.4259012470718
dg,-30.83999999999969,8.143499999999847,22.400999999999897,243.79582726449928
dltr,-41.413999999999874,19.86079999999987,1.906700000000214,151.7589058191185
d,-22.620000000000026,-14.378685999999888,6.48208599999991,78.17155507694558
dpz,-52.6219999999999,-38.03259999999972,70.61109999999962,357.45058704461087
dov,4.729999999999961,-1.9129000000001497,-6.6810000000001395,128.93399578279292
dow,-1.640000000000036,-16.06630000000007,-18.196900000000085,64.28655138611443
dte,-24.359999999999943,-28.056831999999943,-4.742332000000232,127.77778522342803
duk,-17.059999999999903,-19.453299999999913,9.322699999999898,107.66010271271495
dre,-0.024999999999927525,9.295836000000044,0.4248360000000275,51.35591490366061
dd,14.985000000000099,-8.597800000000085,-6.024799999999985,63.7533591582658
dxc,-4.7799999999999905,-6.514799999999987,-3.54979999999998,29.923838710472424
emn,1.859999999999971,-19.70669999999987,8.814799999999934,100.5008814861556
etn,26.810000000000414,-1.8544999999999732,-11.069199999999825,137.67208898632052
ebay,8.770999999999944,3.084399999999988,11.41469999999999,51.91960508715609
ecl,20.38500000000002,-4.741599999999977,4.404800000000165,159.35824266974066
eix,1.640000000000093,-11.094741999999982,-8.24974200000009,66.39308106053562
ew,-19.21000000000018,-2.7103000000001174,6.244100000000074,94.64778701689087
ea,-17.70699999999988,18.826399999999936,-6.670500000000061,122.11124764253064
emr,-0.015000000000000568,-7.9883000000000095,-1.4495999999999896,84.90895935462886
enph,-10.099000000000245,101.4279,18.187300000000164,202.19491038724723
etr,17.150000000000148,-16.765277000000054,2.2080769999999745,114.63021159591993
eog,11.834999999999894,13.746300000000076,11.405900000000088,133.28299332791684
efx,61.05999999999989,-0.32409999999995875,9.051900000000245,189.17691143694998
eqix,215.88999999999896,-54.73746200000022,-87.78793799999971,663.7316076812806
eqr,8.825000000000152,-14.841699999999925,-1.6727000000000913,73.81180070842936
ess,-27.74500000000026,61.100500000000466,8.82209999999995,271.2232133211083
el,42.615000000000094,-28.722200000000186,27.417599999999936,259.16801798840584
etsy,54.808499999999924,39.61879999999991,-4.968599999999938,77.67062942359965
evrg,-1.4299999999999784,9.507699999999922,-1.2127000000000123,66.6029290950301
es,-20.580000000000098,-16.65171500000011,-6.011714999999967,87.22752281226127
re,38.52000000000021,-34.07419999999979,-0.957200000000114,290.7311075123628
exc,-5.19899999999997,-3.647000000000034,-4.439900000000016,46.6067637089852
expe,-15.072999999999979,-11.225799999999921,-29.89069999999988,111.19834796412027
expd,-20.350000000000122,9.682699999999997,-5.1040999999999315,102.98192503334445
exr,-4.619999999999976,-17.365099999999984,-7.4027000000000385,171.65984870611834
xom,28.22000000000014,-1.6374000000000706,-13.300200000000018,96.83130535264362
ffiv,34.879999999999626,-0.12760000000039895,-5.091800000000092,160.20867492533907
fb,17.714999999999407,38.368199999999774,-7.724900000000218,317.80691692823007
fast,-4.084100000000035,-9.206400000000052,-3.3652999999999906,53.3201443602415
frt,-23.29999999999994,-20.583382999999998,-14.883299999999977,106.10645001000537
fdx,81.97000000000028,-20.96099999999987,1.9715999999999383,205.2550777120152
fis,-9.609999999999935,23.79010000000003,5.540399999999963,95.12045271096542
fitb,-9.276900000000047,3.335100000000015,-2.3638000000000368,34.65361613994693
fe,-4.810000000000059,-9.046600000000012,3.697400000000002,43.056544218836834
frc,-89.4179999999999,-33.23240000000007,36.641400000000175,176.91822726129982
fisv,-20.47499999999991,-0.38040000000003715,4.849799999999874,106.60145185392649
flt,14.129999999999967,-15.703699000000057,-3.5705010000000073,229.92368707482984
flir,-5.115400000000001,3.9726000000000283,2.9613999999999976,35.64509088013153
fls,-2.809999999999988,1.6527999999999992,0.27899999999999636,29.989490735548475
fmc,-10.570000000000007,4.306299999999865,10.86450000000012,111.50377731623954
f,3.4149999999999885,1.308099999999996,-2.567699999999995,12.015844155511264
ftnt,13.522000000000027,-2.322099999999857,-0.544099999999986,51.177849575942226
ftv,-1.6799999999999997,-9.086400000000047,-2.2819000000000287,58.257308907600375
fbhs,-33.165,-3.956200000000024,-1.3491999999998683,94.563604124587
foxa,2.453000000000049,2.908099999999912,-3.5848000000000653,34.7564696308719
fox,1.0019999999999918,-8.738400000000059,0.5500999999999898,31.130162670555414
ben,-4.344999999999981,-4.425200000000007,-1.519999999999989,25.459064042772475
fcx,7.885200000000019,-6.323000000000082,-2.6746000000000834,39.631601170529926
gps,2.8049000000000035,-0.34029999999999383,3.2990999999999904,9.177982899708603
grmn,-19.350000000000037,20.734300000000133,11.368799999999965,102.22965744072621
it,95.62500000000003,-61.00380000000007,27.78989999999962,249.1448129962444
gnrc,-50.71500000000029,-157.78490000000005,0.9084779999998887,248.84671546587984
gd,4.145999999999958,-4.349400000000031,10.829300000000131,223.79068065783625
ge,-49.66989999999998,-21.738699999999923,-1.3468000000000302,92.82039007419723
gis,9.920000000000101,11.357900000000015,-7.781200000000069,70.19587651306556
gm,-4.664999999999946,-0.7893000000000185,-4.730300000000057,34.34957595420813
gpc,21.63999999999976,-29.052775999999923,-16.619299999999853,135.0781689104949
gild,-17.08999999999994,2.9467999999999677,-3.7632999999998944,61.16590972108493
gl,-11.16000000000004,-10.444975000000085,1.387799999999956,100.98756623352304
gpn,4.760000000000048,3.578400000000059,0.6784999999999286,121.45896547919001
gs,77.23000000000019,17.9495,15.747599999999977,321.81017764365305
gww,-124.10999999999962,-70.2128999999992,-5.10979999999995,475.89899091645754
hal,4.099999999999994,10.806099999999965,8.802699999999998,38.708430039652534
hbi,-2.789999999999998,-2.122000000000005,3.2795000000000005,9.969420219923654
hig,7.9299999999999855,-6.6058000000000305,2.9940000000000566,70.40464694677404
has,-14.311000000000028,14.152000000000122,-7.3353000000001884,82.99676451189679
hca,67.91999999999993,-9.223799999999812,-21.419800000000123,199.121896654929
peak,9.355000000000036,-3.803102000000006,-4.731899999999996,26.471398841105355
hsic,5.445000000000107,7.455200000000019,-6.748000000000189,81.59511185339655
hsy,31.01500000000013,24.43420000000023,20.896300000000224,215.4458143508146
hes,-19.86500000000008,-19.342099999999846,9.720099999999974,119.02210992969576
hpe,3.4699999999999775,3.1229999999999976,-1.4711000000000034,15.538318791942121
hlt,-11.505000000000052,-21.70090000000019,-20.06579999999984,141.9118799988727
hfc,6.554999999999975,-14.922600000000063,0.8532000000000437,35.66093532314673
holx,-4.379999999999903,7.717399999999984,0.6311999999999784,75.40248577263723
hd,85.62999999999971,-31.382999999999754,6.005199999999832,295.9690362508349
hon,-3.200000000000216,-14.533700000000067,-12.406300000000044,192.28361528905057
hrl,8.535000000000025,-1.5433999999999486,-3.900699999999979,46.61219331561922
hst,1.06499999999998,2.431199999999997,1.5363999999999862,19.803971915842315
hwm,-10.22040000000002,2.268500000000003,1.210400000000032,33.324019549899624
hpq,5.40499999999998,9.243199999999995,-0.16899999999999693,36.83557114418738
hum,33.60500000000013,-55.090199999999925,56.706200000000536,470.36782689173214
hban,-3.266999999999994,1.6018999999999863,1.0159999999999965,12.476092613813595
hii,-10.810000000000116,45.451846000000074,18.078545999999932,209.13984362622327
iex,-16.200000000000472,30.531800000000175,9.61100000000016,185.78816664427075
idxx,149.33500000000026,-25.452900000000568,17.981299999999976,361.42210546497233
info,8.65499999999993,7.577990999999855,0.8032909999999305,95.94798148824273
itw,-31.419999999999675,-9.326099999999855,-15.670200000000193,197.74948247172026
ilmn,61.85500000000013,-32.45490000000049,-12.709700000000197,191.79481689232426
incy,-8.900000000000091,3.3148999999999944,-4.221700000000126,75.65317486292575
ir,10.450000000000003,10.576000000000022,2.48449999999999,45.40483359090992
intc,-0.34509999999995244,-11.393099999999976,7.061500000000002,40.369457297784244
ice,-14.414999999999878,-5.766699999999929,-4.8390999999999025,98.4104214452308
ibm,13.320000000000093,-5.684199999999706,-5.66569999999993,133.82095920844378
ip,-7.160000000000029,-9.659850999999968,-4.289850999999949,45.057613225138695
ipg,-12.08000000000007,-7.178499999999996,5.064600000000009,30.552577960980337
iff,19.815000000000055,7.811701999999883,-6.835499999999939,127.20654503039677
intu,111.83999999999935,-75.5624000000002,-60.868699999999706,394.98676682414936
isrg,96.60500000000033,-13.036800000000056,13.540829999999858,206.0618455171053
ivz,-3.395000000000012,-4.588999999999968,-3.2902000000000093,19.197307984861343
ipgp,39.38500000000009,-4.593699999999927,-1.3674000000000746,97.91537793376091
iqv,23.435000000000315,4.725899999999996,21.623700000000042,209.5797469626335
irm,9.290000000000063,5.322172000000016,0.018699999999952865,54.9349500833093
jkhy,-0.7400000000002365,25.283699999999953,14.075499999999806,182.22880396995376
j,-5.539999999999992,-13.957088000000041,7.7180000000000035,118.06022305953988
jbht,25.905000000000143,8.793200000000127,-0.6869999999998981,168.25089469468057
sjm,-6.219999999999956,-9.463900000000194,-10.258700000000019,126.46149918142889
jnj,-20.364999999999895,3.6772000000001697,2.3605000000001723,178.41209334453868
jci,-6.679999999999843,2.181299999999993,-1.2177999999999827,52.21108791552188
jpm,9.63799999999975,-2.0758000000002426,3.2444999999997464,123.71952216720761
jnpr,7.474999999999987,-0.5478109999999958,-0.3423109999999916,29.410319845181625
ksu,-16.840000000000117,-24.328299999999786,-7.756399999999587,211.95328477197603
k,-8.42999999999995,-0.6049000000000575,0.027300000000053615,69.02650925925929
key,-2.63500000000003,-2.8354000000000052,-0.49649999999998684,18.693787244435548
keys,-30.180000000000035,19.5463000000002,-4.342199999999792,140.62730171782712
kmb,17.44999999999996,17.775099999999767,-10.248300000000057,133.28171222950093
kim,-2.1149999999999345,-1.1491000000000042,-7.9933999999999905,23.924818168571804
kmi,-1.6599999999999753,-1.6368999999999971,-3.1814999999999927,19.220151890219633
klac,230.40999999999997,23.905799999999942,-9.405600000000277,340.2968593763624
khc,-2.1105999999999696,3.3432000000000173,7.2318,42.797549874536095
kr,5.304899999999996,-8.576000000000015,-6.420099999999991,54.06107545154635
lb,13.458499999999976,1.406050999999998,2.6896999999999913,33.27234767612105
lhx,21.910099999999943,4.084700000000026,-0.5969000000002325,233.18354770513767
lh,-21.69000000000031,5.754399999999833,12.413300000000163,242.01691627071608
lrcx,-369.7100000000001,-82.7271000000004,64.64899999999989,485.70464459200434
lw,27.330000000000148,17.06638700000007,-9.00178700000005,70.24854197785814
lvs,17.620000000000065,-5.741599999999991,-2.3935000000000564,33.454122521590946
leg,-9.730000000000029,1.3553000000000743,-0.9453999999999709,36.745292817050405
ldos,-21.429999999999993,-15.545321000000001,4.9314999999999145,102.50205178803881
len,53.18500000000005,12.24189999999998,6.328500000000005,76.15662010563264
lly,-91.64100000000019,5.037500000000364,23.05099999999993,325.73148632568325
lnc,-12.380000000000003,-10.916399999999982,1.1770999999999674,48.59791504382172
lin,-134.9510000000003,14.208999999999719,11.696099999999774,310.59251434409094
lyv,4.460000000000051,7.3571000000000595,-25.03270000000009,94.03816434940232
lkq,-16.719999999999985,13.414300000000047,1.071100000000044,50.38211681218931
lmt,34.99200000000002,68.32220000000007,6.322599999999795,440.75816686900373
l,-5.704999999999963,4.459699999999998,1.560099999999963,62.33417997677688
low,57.29570000000007,12.724199999999996,11.346500000000333,194.68475288115204
lumn,1.9094000000000018,-3.9745999999999944,-0.26970000000000116,5.424229331279469
lyb,4.035000000000053,13.158939000000004,-8.128638999999879,105.81413186142252
mtb,-7.279999999999944,6.585388000000307,7.834412000000185,164.83126722743634
mro,-5.155000000000015,5.225200000000019,-6.961000000000009,27.87369248150097
mpc,23.77000000000018,7.840515000000082,6.44449999999992,96.88353343508919
mktx,38.784999999999826,-20.259099999999506,10.632200000000125,273.5930858157168
mar,19.875000000000142,-31.671000000000276,-42.44840000000005,175.8118310937917
mmc,20.219999999999686,3.970900000000114,11.826900000000194,154.41073048124446
mlm,67.45000000000027,-4.812400000000139,14.56649999999945,328.5959339949589
mas,10.670000000000009,4.682499999999983,-2.6429000000000187,55.06545105035249
ma,-97.09999999999928,30.368999999999573,-11.881699999999569,341.9878982788237
mkc,0.5900000000000887,-20.79424300000015,8.22824300000002,89.85047148258631
mxim,10.039599999999993,-24.77939999999998,3.3312199999999876,78.64265408931121
mcd,57.38999999999973,28.3295999999998,-9.729800000000125,249.67457441678468
mck,27.880000000000052,-61.67534099999949,0.8796000000002664,323.2254677934795
mdt,-0.16999999999990223,-4.1897999999999485,3.6954000000000207,90.5079669659104
mrk,21.82500000000003,8.990900000000053,5.110400000000041,87.78645258310179
met,4.004999999999875,2.615700000000018,-2.536300000000054,65.71242013675175
mtd,333.2900000000011,15.758500000001504,-98.56369999999697,1217.681569314019
mgm,6.014999999999937,0.13680000000002934,6.928900000000052,36.48287455932035
mchp,16.741899999999937,10.157199999999996,-4.934699999999921,59.91481737821416
mu,32.47199999999997,2.0928000000000253,-2.3595000000001107,70.90555250417927
msft,-91.98860000000019,30.454100000000352,-3.754499999999524,265.0320071778883
maa,8.270000000000039,-18.815399999999727,0.07779999999991105,172.7345622902893
mhk,5.239999999999981,-4.013200000000026,-1.8534999999998263,134.34401864059555
tap,-12.559899999999935,2.236000000000004,-3.5061000000000178,54.272353752225825
mdlz,7.376000000000019,2.671299999999974,0.2757999999999896,61.67766459998021
mpwr,-195.0450000000002,-5.41494699999987,21.699203999999895,411.98644014946433
mnst,-11.895900000000047,-0.5671000000000461,-6.244099999999975,47.030942161573634
mco,96.89499999999981,3.938100000000645,-13.736400000000259,280.1464512791721
ms,12.664099999999891,10.060700000000054,-2.8542999999998386,82.55207144713673
mos,-7.164999999999964,-0.5484000000000009,-9.922500000000035,53.332216223937415
msi,50.879999999999626,-20.155700000000195,6.675200000000046,213.36420865267343
msci,111.55000000000024,-47.65540000000061,54.785200000000316,414.6840387438664
ndaq,12.711499999999994,-17.97259999999993,11.770800000000037,58.67961651465779
ntap,-14.212999999999894,0.25489999999990687,-2.9624000000000024,72.01919630123285
nflx,192.93859999999944,-53.53339999999983,-23.52879999999999,186.2964897964557
nwl,5.286999999999981,-5.673399999999971,0.2686999999999955,19.210604630316997
nem,-19.72999999999999,-20.114400000000003,16.060500000000083,54.99602760298562
nwsa,-3.603000000000014,1.6707999999999856,0.9162999999999961,16.77222532834052
nws,4.895000000000005,1.4941999999999833,-0.9517000000000131,16.716935878342383
nee,0.7650000000000148,-2.8408999999999764,8.243000000000094,78.80376844132051
nlsn,-0.8700000000000045,-2.7211999999999783,-2.9546000000000134,21.0897102203286
nke,52.5450000000001,1.7321999999999491,3.4591000000000207,114.0936033336858
ni,-4.175000000000008,5.789100000000005,0.6764999999999866,29.990987459120177
nsc,28.450000000000244,-20.609100000000012,-2.795700000000153,232.01596326705575
ntrs,6.254999999999953,-14.18419999999989,-7.089899999999972,102.66883317227612
noc,28.47000000000031,54.58940000000058,37.705000000000496,468.1822842902033
nlok,0.29519999999998703,-5.433400000000024,-0.7987999999999964,25.11682752808369
nclh,-2.130000000000006,2.9225999999999868,2.183799999999991,11.813034238138222
nov,-0.949999999999994,0.5882999999999914,-1.5501000000000111,18.9052065564424
nrg,-9.50500000000002,0.2764999999999489,5.949000000000019,41.90465486647259
nue,-23.84000000000006,-24.787099999999896,-36.05179999999997,147.03506772376792
nvda,-226.21189999999984,0.35009999999977026,14.662200000000041,177.0893456913414
nvr,1957.0099999999975,-130.96670599999925,-198.54390600000397,4163.318827471761
nxpi,35.51999999999961,13.024199999999865,21.603499999999997,181.00654301977474
orly,261.6649999999995,96.47900000000027,-19.252800000000434,620.5352320174311
oxy,-1.8248999999998574,12.184300000000022,-1.2270999999999148,59.09787033573318
odfl,112.63500000000036,44.42970000000062,36.60340000000025,255.3259069641659
omc,-26.930000000000014,-3.7580569999999938,9.892956999999939,69.7511875954036
oke,3.7199999999999136,-5.16440000000005,0.26040000000011787,64.92714375952322
orcl,-38.8069999999999,0.25770000000001403,0.7919000000001262,69.53752812939916
otis,14.025000000000027,9.601300000000037,-1.6636999999999702,66.58864941004839
pcar,-4.522899999999993,7.492000000000004,1.283200000000008,56.54360419377408
pkg,-7.969999999999928,-24.29429999999998,0.18380000000007612,148.79387129784587
ph,-25.81999999999988,12.416999999999774,-2.2296000000004312,262.9109039316109
payx,4.6370000000000005,-3.5769000000000943,-5.31299999999986,120.27559508231202
payc,67.82009999999985,-87.9176000000001,25.4106000000001,284.6555559551991
pypl,-1.6299999999999102,-8.797799999999896,-10.454600000000084,73.49745622006814
penn,-4.960399999999982,-7.178099999999986,5.178099999999983,31.723819277263384
pnr,6.509999999999948,-7.430100000000017,-1.9907999999999575,47.79511151820959
pbct,-3.787799999999983,1.6020000000000127,0.9376000000000175,18.09170578746196
pep,-10.38810000000015,2.2937000000000864,8.437099999999958,164.46665901423657
pki,-20.019999999999982,-25.440200000000175,11.871699999999805,182.55602149083464
prgo,3.6199999999999655,9.331099999999964,1.276099999999957,37.58994595156112
pfe,-0.08000000000004093,3.9002000000000336,-2.7544999999999575,50.54547193167681
pm,17.360000000000113,16.026800000000094,-0.24939999999985218,104.3097490403054
psx,-0.3749999999998437,-26.554300000000126,-19.09810000000016,97.51098433325781
pnw,1.6499999999999915,-9.329499999999967,-0.8731999999999971,73.9764822635095
pxd,-75.4599999999999,-44.08370000000022,15.169499999999942,230.67124404886877
